"","PostCode","ID..","X","CDuid","SAC","FED96uid","FSA","DAuid","Block","Lat","Long","SLI","PR","CSD","CSDname","CSDtype","CCS","SACtype","CTname","ER","DPL","UARA","UARAtype","Rep_Point","PCtype","Comm_Name","DMT","H_DMT","Birth_Date","Ref_Date","FED96name","SACname","CDname"
"278","V4L2M2",278,79115,5915,933,59003,"V4L",59152758,1,49.032664,-123.068406,1,59,11,"Delta","DM",11,1,160.02,20,9959,973,1,1,1,"DELTA","B","B",19880901,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"279","V4M1E5",290,49198,5915,933,59003,"V4M",59152744,5,49.006351,-123.075488,1,59,11,"Delta","DM",11,1,160.01,20,9959,973,1,1,1,"DELTA","A","A",19830401,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"280","V4M1M8",279,59362,5915,933,59003,"V4M",59152736,2,49.015194,-123.088901,1,59,11,"Delta","DM",11,1,160.03,20,9959,973,1,1,1,"DELTA","A","A",19930901,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"281","V4M1N5",280,59371,5915,933,59003,"V4M",59152736,3,49.01497,-123.086359,0,59,11,"Delta","DM",11,1,160.03,20,9959,973,1,1,1,"DELTA","A","A",19830401,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"282","V4M1Z7",281,75522,5915,933,59003,"V4M",59152765,1,49.024081,-123.080598,1,59,11,"Delta","DM",11,1,160.03,20,9959,973,1,1,1,"DELTA","A","A",19830401,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"283","V4M2L8",282,59361,5915,933,59003,"V4M",59152731,5,49.020346,-123.092627,1,59,11,"Delta","DM",11,1,160.03,20,9959,973,1,1,1,"DELTA","A","A",19830401,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"284","V4M2R2",283,50038,5915,933,59003,"V4M",59152738,1,49.010743,-123.086138,1,59,11,"Delta","DM",11,1,160.01,20,9959,973,1,1,1,"DELTA","A","A",19830401,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"285","V4M2W9",284,79637,5915,933,59003,"V4M",59152741,3,49.002734,-123.08161,0,59,11,"Delta","DM",11,1,160.01,20,9959,973,1,1,1,"DELTA","A","A",19830401,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"286","V4M2Y8",285,45872,5915,933,59003,"V4M",59152735,2,49.016535,-123.079734,1,59,11,"Delta","DM",11,1,160.03,20,9959,973,1,1,1,"DELTA","A","A",19830401,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"287","V4M3Y6",286,46829,5915,933,59003,"V4M",59152743,4,49.003663,-123.071674,0,59,11,"Delta","DM",11,1,160.01,20,9959,973,1,1,1,"DELTA","A","A",19830401,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"288","V4M4E4",287,73537,5915,933,59003,"V4M",59152765,3,49.023863,-123.073036,1,59,11,"Delta","DM",11,1,160.03,20,9959,973,1,1,1,"DELTA","A","A",19920601,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"289","V4M4E7",288,48035,5915,933,59003,"V4M",59152753,1,49.028398,-123.069636,1,59,11,"Delta","DM",11,1,160.04,20,9959,973,1,1,1,"DELTA","B","B",19931101,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"290","V4M4G4",289,48047,5915,933,59003,"V4M",59152728,1,49.042669,-123.095266,0,59,802,"Tsawwassen","R",11,1,161.01,20,9959,973,1,2,1,"DELTA","A","A",19941001,19000001,"Delta - South Richmond","Vancouver","Greater Vancouver Regional District"
"291","V4N1R3",291,144133,5915,933,59025,"V4N",59151894,3,49.206251,-122.773324,1,59,4,"Surrey","C",4,1,188.03,20,9959,973,1,1,1,"SURREY","A","A",19920201,19000001,"Surrey North / Surrey-Nord","Vancouver","Greater Vancouver Regional District"
"292","V4N1V5",292,56227,5915,933,59025,"V4N",59151890,2,49.192652,-122.767788,1,59,4,"Surrey","C",4,1,188.03,20,9959,973,1,1,1,"SURREY","A","A",19920201,19000001,"Surrey North / Surrey-Nord","Vancouver","Greater Vancouver Regional District"
"293","V4N2B8",293,107679,5915,933,59024,"V4N",59151842,4,49.171759,-122.772133,0,59,4,"Surrey","C",4,1,188.04,20,9959,973,1,1,1,"SURREY","A","A",19920201,19000001,"Surrey Central / Surrey-Centre","Vancouver","Greater Vancouver Regional District"
"294","V4N2P4",294,134905,5915,933,59024,"V4N",59151842,1,49.17336,-122.778215,0,59,4,"Surrey","C",4,1,188.04,20,9959,973,1,1,1,"SURREY","A","A",19920201,19000001,"Surrey Central / Surrey-Centre","Vancouver","Greater Vancouver Regional District"
"295","V4N2Z1",295,39065,5915,933,59024,"V4N",59152021,2,49.165346,-122.776201,0,59,4,"Surrey","C",4,1,187.06,20,9959,973,1,2,1,"SURREY","A","A",19920201,19000001,"Surrey Central / Surrey-Centre","Vancouver","Greater Vancouver Regional District"
"296","V4N3B4",305,40718,5915,933,59024,"V4N",59151844,2,49.173404,-122.789178,0,59,4,"Surrey","C",4,1,187.06,20,9959,973,1,1,1,"SURREY","A","A",19920201,19000001,"Surrey Central / Surrey-Centre","Vancouver","Greater Vancouver Regional District"
"297","V4N3B5",296,39994,5915,933,59024,"V4N",59151843,2,49.175415,-122.787927,0,59,4,"Surrey","C",4,1,187.06,20,9959,973,1,1,1,"SURREY","A","A",19920201,19000001,"Surrey Central / Surrey-Centre","Vancouver","Greater Vancouver Regional District"
"298","V4N3H3",297,110273,5915,933,59024,"V4N",59152023,2,49.156243,-122.765702,0,59,4,"Surrey","C",4,1,187.07,20,9959,973,1,1,1,"SURREY","A","A",19920201,19000001,"Surrey Central / Surrey-Centre","Vancouver","Greater Vancouver Regional District"
"299","V4N3Z1",298,69034,5915,933,59024,"V4N",59152788,4,49.171914,-122.707521,1,59,4,"Surrey","C",4,1,182.06,20,9959,9959,3,2,1,"SURREY","A","A",19921101,19000001,"Surrey Central / Surrey-Centre","Vancouver","Greater Vancouver Regional District"
"300","V4N4M9",299,53446,5915,933,59025,"V4N",59153035,1,49.19684,-122.759131,0,59,4,"Surrey","C",4,1,188.03,20,9959,973,1,1,1,"SURREY","A","A",19921101,19000001,"Surrey North / Surrey-Nord","Vancouver","Greater Vancouver Regional District"
"301","V4N4X3",300,154742,5915,933,59025,"V4N",59151895,3,49.202737,-122.788437,1,59,4,"Surrey","C",4,1,188.01,20,9959,973,1,1,1,"SURREY","A","A",19950401,19000001,"Surrey North / Surrey-Nord","Vancouver","Greater Vancouver Regional District"
"302","V4N4X9",301,82577,5915,933,59025,"V4N",59151894,6,49.204441,-122.767514,1,59,4,"Surrey","C",4,1,188.03,20,9959,973,1,1,1,"SURREY","A","A",19950601,19000001,"Surrey North / Surrey-Nord","Vancouver","Greater Vancouver Regional District"
"303","V4N5A8",302,83340,5915,933,59025,"V4N",59153033,10,49.192862,-122.752061,0,59,4,"Surrey","C",4,1,188.05,20,9959,973,1,1,1,"SURREY","A","A",19970701,19000001,"Surrey North / Surrey-Nord","Vancouver","Greater Vancouver Regional District"
"304","V4N5B7",303,55492,5915,933,59025,"V4N",59151897,6,49.201213,-122.793187,0,59,4,"Surrey","C",4,1,188.01,20,9959,973,1,2,1,"SURREY","A","A",19980601,19000001,"Surrey North / Surrey-Nord","Vancouver","Greater Vancouver Regional District"
"305","V4N5C7",304,102502,5915,933,59023,"V4N",59152682,2,49.044062,-122.747666,0,59,4,"Surrey","C",4,1,180,20,9959,1021,2,2,1,"SURREY","A","A",19980801,19000001,"South Surrey - White Rock - Langley","Vancouver","Greater Vancouver Regional District"
"306","V4P0H7",306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","V4P1R3",307,104333,5915,933,59023,"V4P",59152645,2,49.057447,-122.827578,0,59,4,"Surrey","C",4,1,181.04,20,9959,1021,2,1,1,"SURREY","A","A",19920201,19000001,"South Surrey - White Rock - Langley","Vancouver","Greater Vancouver Regional District"
"308","V4P1W3",308,108801,5915,933,59023,"V4P",59152642,3,49.057057,-122.848761,1,59,4,"Surrey","C",4,1,181.03,20,9959,1021,2,1,1,"SURREY","A","A",19920201,19000001,"South Surrey - White Rock - Langley","Vancouver","Greater Vancouver Regional District"
"309","V4P2P9",309,86596,5915,933,59023,"V4P",59152576,9,49.025904,-122.746269,0,59,4,"Surrey","C",4,1,180,20,9959,9959,3,1,1,"SURREY","Z","A",19951001,20010201,"South Surrey - White Rock - Langley","Vancouver","Greater Vancouver Regional District"
"310","V4W2G5",310,78610,5915,933,59010,"V4W",59152552,8,49.016155,-122.531447,1,59,1,"Langley","DM",1,1,500,20,9959,9959,3,1,1,"ALDERGROVE","A","A",19921001,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"311","V4W2M4",311,78317,5915,933,59010,"V4W",59152553,3,49.010542,-122.503785,0,59,1,"Langley","DM",1,1,500,20,9959,9959,3,2,1,"LANGLEY","A","A",19921001,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"312","V4W3E1",312,94004,5915,933,59010,"V4W",59152512,1,49.058828,-122.492644,0,59,1,"Langley","DM",1,1,506.02,20,9959,1218,2,1,1,"ALDERGROVE","A","A",19921101,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"313","V4W3N6",313,107453,5915,933,59010,"V4W",59152509,5,49.049559,-122.472815,1,59,1,"Langley","DM",1,1,506.02,20,9959,1218,2,1,1,"ALDERGROVE","A","A",19930301,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"314","V4W3N9",314,107460,5915,933,59010,"V4W",59152523,3,49.060371,-122.461769,1,59,1,"Langley","DM",1,1,506.01,20,9959,1218,2,1,1,"ALDERGROVE","B","B",19930401,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"315","V4W3T1",315,79429,5915,933,59010,"V4W",59152515,3,49.060311,-122.474142,1,59,1,"Langley","DM",1,1,506.01,20,9959,1218,2,1,1,"ALDERGROVE","A","A",19930701,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
"316","V4W3V4",316,95486,5915,933,59010,"V4W",59152519,2,49.051904,-122.472453,0,59,1,"Langley","DM",1,1,506.02,20,9959,1218,2,2,1,"ALDERGROVE","A","A",19930801,19000001,"Langley - Abbotsford","Vancouver","Greater Vancouver Regional District"
